,model,rank,lambda,epoch,optimizer,NDCG,R-Precision
425,CDAE,200,1e-05,519,RMSProp,0.161,0.0949
426,CDAE,200,1e-05,539,RMSProp,0.161,0.0949
427,CDAE,200,1e-05,559,RMSProp,0.1613,0.095
428,CDAE,200,1e-05,579,RMSProp,0.1616,0.0953
429,CDAE,200,1e-05,599,RMSProp,0.1618,0.095
430,CDAE,200,1e-05,619,RMSProp,0.1618,0.0952
431,CDAE,200,1e-05,639,RMSProp,0.162,0.0952
432,CDAE,200,1e-05,659,RMSProp,0.1618,0.0952
433,CDAE,200,1e-05,679,RMSProp,0.1621,0.095
434,CDAE,200,1e-05,699,RMSProp,0.1622,0.0952
435,CDAE,200,1e-05,719,RMSProp,0.1621,0.0953
436,CDAE,200,1e-05,739,RMSProp,0.1622,0.0952
437,CDAE,200,1e-05,759,RMSProp,0.1622,0.0953
438,CDAE,200,1e-05,779,RMSProp,0.1623,0.0952
439,CDAE,200,1e-05,799,RMSProp,0.1625,0.0959
440,CDAE,200,1e-05,819,RMSProp,0.1624,0.095
441,CDAE,200,1e-05,839,RMSProp,0.1621,0.0955
442,CDAE,200,1e-05,859,RMSProp,0.1624,0.0958
443,CDAE,200,1e-05,879,RMSProp,0.1626,0.0957
444,CDAE,200,1e-05,899,RMSProp,0.1625,0.0956
445,CDAE,200,1e-05,919,RMSProp,0.1623,0.0954
446,CDAE,200,1e-05,939,RMSProp,0.1625,0.0955
447,CDAE,200,1e-05,959,RMSProp,0.1626,0.0958
448,CDAE,200,1e-05,979,RMSProp,0.1623,0.096
449,CDAE,200,1e-05,999,RMSProp,0.1623,0.0956
450,VAE-CF,200,1e-05,19,RMSProp,0.1431,0.0876
451,VAE-CF,200,1e-05,39,RMSProp,0.1532,0.092
452,VAE-CF,200,1e-05,59,RMSProp,0.1551,0.0912
453,VAE-CF,200,1e-05,79,RMSProp,0.1562,0.0906
454,VAE-CF,200,1e-05,99,RMSProp,0.1564,0.0905
455,VAE-CF,200,1e-05,119,RMSProp,0.1576,0.0907
456,VAE-CF,200,1e-05,139,RMSProp,0.1585,0.0906
457,VAE-CF,200,1e-05,159,RMSProp,0.159,0.0908
458,VAE-CF,200,1e-05,179,RMSProp,0.1599,0.0913
459,VAE-CF,200,1e-05,199,RMSProp,0.1603,0.091
460,VAE-CF,200,1e-05,219,RMSProp,0.1609,0.0912
461,VAE-CF,200,1e-05,239,RMSProp,0.161,0.0913
462,VAE-CF,200,1e-05,259,RMSProp,0.1611,0.0915
463,VAE-CF,200,1e-05,279,RMSProp,0.1605,0.0909
464,VAE-CF,200,1e-05,299,RMSProp,0.1614,0.0914
465,VAE-CF,200,1e-05,319,RMSProp,0.1613,0.0911
466,VAE-CF,200,1e-05,339,RMSProp,0.1617,0.0913
467,VAE-CF,200,1e-05,359,RMSProp,0.1616,0.0909
468,VAE-CF,200,1e-05,379,RMSProp,0.1618,0.0911
469,VAE-CF,200,1e-05,399,RMSProp,0.162,0.091
470,VAE-CF,200,1e-05,419,RMSProp,0.1623,0.0914
471,VAE-CF,200,1e-05,439,RMSProp,0.1629,0.0918
472,VAE-CF,200,1e-05,459,RMSProp,0.1627,0.0918
473,VAE-CF,200,1e-05,479,RMSProp,0.1627,0.0917
474,VAE-CF,200,1e-05,499,RMSProp,0.1634,0.0921
475,VAE-CF,200,1e-05,519,RMSProp,0.163,0.0919
476,VAE-CF,200,1e-05,539,RMSProp,0.1631,0.0919
477,VAE-CF,200,1e-05,559,RMSProp,0.1629,0.0919
478,VAE-CF,200,1e-05,579,RMSProp,0.1631,0.092
479,VAE-CF,200,1e-05,599,RMSProp,0.1635,0.092
480,VAE-CF,200,1e-05,619,RMSProp,0.1629,0.0916
481,VAE-CF,200,1e-05,639,RMSProp,0.1635,0.0921
482,VAE-CF,200,1e-05,659,RMSProp,0.1636,0.0918
483,VAE-CF,200,1e-05,679,RMSProp,0.1635,0.0923
484,VAE-CF,200,1e-05,699,RMSProp,0.1633,0.0913
485,VAE-CF,200,1e-05,719,RMSProp,0.1638,0.0919
486,VAE-CF,200,1e-05,739,RMSProp,0.1638,0.0919
487,VAE-CF,200,1e-05,759,RMSProp,0.1639,0.0919
488,VAE-CF,200,1e-05,779,RMSProp,0.1641,0.0921
489,VAE-CF,200,1e-05,799,RMSProp,0.1642,0.0922
490,VAE-CF,200,1e-05,819,RMSProp,0.164,0.0921
491,VAE-CF,200,1e-05,839,RMSProp,0.1642,0.0923
492,VAE-CF,200,1e-05,859,RMSProp,0.1643,0.0925
493,VAE-CF,200,1e-05,879,RMSProp,0.1644,0.0924
494,VAE-CF,200,1e-05,899,RMSProp,0.1644,0.0923
495,VAE-CF,200,1e-05,919,RMSProp,0.1644,0.092
496,VAE-CF,200,1e-05,939,RMSProp,0.1644,0.0922
497,VAE-CF,200,1e-05,959,RMSProp,0.165,0.093
498,VAE-CF,200,1e-05,979,RMSProp,0.1644,0.0923
499,VAE-CF,200,1e-05,999,RMSProp,0.1649,0.0928
500,IFVAE,50,0.0001,19,RMSProp,0.1424,0.0859
501,IFVAE,50,0.0001,39,RMSProp,0.1512,0.0905
502,IFVAE,50,0.0001,59,RMSProp,0.1564,0.0918
503,IFVAE,50,0.0001,79,RMSProp,0.16,0.0933
504,IFVAE,50,0.0001,99,RMSProp,0.1624,0.0948
505,IFVAE,50,0.0001,119,RMSProp,0.165,0.0955
506,IFVAE,50,0.0001,139,RMSProp,0.1659,0.0961
507,IFVAE,50,0.0001,159,RMSProp,0.1679,0.0971
508,IFVAE,50,0.0001,179,RMSProp,0.1688,0.097
509,IFVAE,50,0.0001,199,RMSProp,0.1697,0.0978
510,IFVAE,50,0.0001,219,RMSProp,0.171,0.0985
511,IFVAE,50,0.0001,239,RMSProp,0.1704,0.0983
512,IFVAE,50,0.0001,259,RMSProp,0.1708,0.0984
513,IFVAE,50,0.0001,279,RMSProp,0.1709,0.0985
514,IFVAE,50,0.0001,299,RMSProp,0.1711,0.0985
515,IFVAE,50,0.0001,319,RMSProp,0.1715,0.0987
516,IFVAE,50,0.0001,339,RMSProp,0.1716,0.0992
517,IFVAE,50,0.0001,359,RMSProp,0.1714,0.0993
518,IFVAE,50,0.0001,379,RMSProp,0.1717,0.0996
519,IFVAE,50,0.0001,399,RMSProp,0.1713,0.0989
520,IFVAE,50,0.0001,419,RMSProp,0.1717,0.0997
521,IFVAE,50,0.0001,439,RMSProp,0.1713,0.0985
522,IFVAE,50,0.0001,459,RMSProp,0.1713,0.0985
523,IFVAE,50,0.0001,479,RMSProp,0.1713,0.0992
524,IFVAE,50,0.0001,499,RMSProp,0.1716,0.0984
525,IFVAE,50,0.0001,519,RMSProp,0.1717,0.099
526,IFVAE,50,0.0001,539,RMSProp,0.1711,0.0989
527,IFVAE,50,0.0001,559,RMSProp,0.1714,0.0989
528,IFVAE,50,0.0001,579,RMSProp,0.1708,0.0984
529,IFVAE,50,0.0001,599,RMSProp,0.1707,0.0982
530,IFVAE,50,0.0001,619,RMSProp,0.1706,0.0992
531,IFVAE,50,0.0001,639,RMSProp,0.1701,0.0974
532,IFVAE,50,0.0001,659,RMSProp,0.1713,0.0986
533,IFVAE,50,0.0001,679,RMSProp,0.1708,0.0981
534,IFVAE,50,0.0001,699,RMSProp,0.1709,0.0983
535,IFVAE,50,0.0001,719,RMSProp,0.171,0.0979
536,IFVAE,50,0.0001,739,RMSProp,0.1709,0.0985
537,IFVAE,50,0.0001,759,RMSProp,0.1703,0.0985
538,IFVAE,50,0.0001,779,RMSProp,0.1707,0.0984
539,IFVAE,50,0.0001,799,RMSProp,0.1703,0.0983
540,IFVAE,50,0.0001,819,RMSProp,0.171,0.0982
541,IFVAE,50,0.0001,839,RMSProp,0.1708,0.0979
542,IFVAE,50,0.0001,859,RMSProp,0.1711,0.0978
543,IFVAE,50,0.0001,879,RMSProp,0.1708,0.0977
544,IFVAE,50,0.0001,899,RMSProp,0.1705,0.0982
545,IFVAE,50,0.0001,919,RMSProp,0.1705,0.0979
546,IFVAE,50,0.0001,939,RMSProp,0.1707,0.0986
547,IFVAE,50,0.0001,959,RMSProp,0.1706,0.0978
548,IFVAE,50,0.0001,979,RMSProp,0.1707,0.0983
549,IFVAE,50,0.0001,999,RMSProp,0.1711,0.0985
550,AutoRec,200,1e-05,19,RMSProp,0.1235,0.0748
551,AutoRec,200,1e-05,39,RMSProp,0.1329,0.0815
552,AutoRec,200,1e-05,59,RMSProp,0.1444,0.0877
553,AutoRec,200,1e-05,79,RMSProp,0.1519,0.091
554,AutoRec,200,1e-05,99,RMSProp,0.1582,0.0947
555,AutoRec,200,1e-05,119,RMSProp,0.1604,0.095
556,AutoRec,200,1e-05,139,RMSProp,0.1615,0.0941
557,AutoRec,200,1e-05,159,RMSProp,0.1627,0.0946
558,AutoRec,200,1e-05,179,RMSProp,0.1633,0.0949
559,AutoRec,200,1e-05,199,RMSProp,0.1648,0.0951
560,AutoRec,200,1e-05,219,RMSProp,0.1654,0.0948
561,AutoRec,200,1e-05,239,RMSProp,0.1663,0.0944
562,AutoRec,200,1e-05,259,RMSProp,0.1669,0.0944
563,AutoRec,200,1e-05,279,RMSProp,0.1672,0.0945
564,AutoRec,200,1e-05,299,RMSProp,0.1673,0.0944
565,AutoRec,200,1e-05,319,RMSProp,0.1674,0.0946
566,AutoRec,200,1e-05,339,RMSProp,0.1671,0.0943
567,AutoRec,200,1e-05,359,RMSProp,0.1673,0.094
568,AutoRec,200,1e-05,379,RMSProp,0.1669,0.0936
569,AutoRec,200,1e-05,399,RMSProp,0.1667,0.0933
570,AutoRec,200,1e-05,419,RMSProp,0.1667,0.0931
571,AutoRec,200,1e-05,439,RMSProp,0.1665,0.0929
572,AutoRec,200,1e-05,459,RMSProp,0.1662,0.0927
573,AutoRec,200,1e-05,479,RMSProp,0.1656,0.0922
574,AutoRec,200,1e-05,499,RMSProp,0.1652,0.0917
575,AutoRec,200,1e-05,519,RMSProp,0.1647,0.091
576,AutoRec,200,1e-05,539,RMSProp,0.1641,0.0904
577,AutoRec,200,1e-05,559,RMSProp,0.1636,0.09
578,AutoRec,200,1e-05,579,RMSProp,0.1631,0.0893
579,AutoRec,200,1e-05,599,RMSProp,0.1627,0.089
580,AutoRec,200,1e-05,619,RMSProp,0.1625,0.0891
581,AutoRec,200,1e-05,639,RMSProp,0.1619,0.0889
582,AutoRec,200,1e-05,659,RMSProp,0.1615,0.089
583,AutoRec,200,1e-05,679,RMSProp,0.1613,0.0886
584,AutoRec,200,1e-05,699,RMSProp,0.1609,0.0887
585,AutoRec,200,1e-05,719,RMSProp,0.1606,0.0883
586,AutoRec,200,1e-05,739,RMSProp,0.1603,0.0881
587,AutoRec,200,1e-05,759,RMSProp,0.1599,0.0877
588,AutoRec,200,1e-05,779,RMSProp,0.1596,0.0875
589,AutoRec,200,1e-05,799,RMSProp,0.1595,0.0873
590,AutoRec,200,1e-05,819,RMSProp,0.1593,0.0874
591,AutoRec,200,1e-05,839,RMSProp,0.1592,0.0871
592,AutoRec,200,1e-05,859,RMSProp,0.1592,0.0871
593,AutoRec,200,1e-05,879,RMSProp,0.159,0.0871
594,AutoRec,200,1e-05,899,RMSProp,0.1589,0.0871
595,AutoRec,200,1e-05,919,RMSProp,0.1586,0.0871
596,AutoRec,200,1e-05,939,RMSProp,0.1583,0.087
597,AutoRec,200,1e-05,959,RMSProp,0.1581,0.0867
598,AutoRec,200,1e-05,979,RMSProp,0.158,0.0867
599,AutoRec,200,1e-05,999,RMSProp,0.1579,0.0865
