Clicks	MAP@1	NDCG	Num_Ones_In_Prediction	Num_Ones_In_Test	Num_Ones_In_Train	Num_Zeros_In_Prediction	Precision@1	R-Precision	Recall@1	active_learning_iteration	active_learning_model	rec_model	rank	alpha	lambda	iter	corruption	root	sampling	total_num_active_learning_iteration
(2.2231432360742707, 0.08863086270180924)	(0.5553713527851459, 0.017726172540361844)	(0.03851880114642517, 0.0017339028749753338)	1676	284388	12051	1343	(0.5553713527851459, 0.017726172540361844)	(0.011065922302076482, 0.0006364397141407228)	(0.011065922302076482, 0.0006364397141407228)	37	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1868787276341948, 0.08847714337457752)	(0.562624254473161, 0.0176954286749155)	(0.03831633666559843, 0.0016937260452237284)	1699	284388	12073	1320	(0.562624254473161, 0.0176954286749155)	(0.010859959786122217, 0.0006129812558423283)	(0.010859959786122217, 0.0006129812558423283)	38	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.2415506958250497, 0.08870156880239466)	(0.55168986083499, 0.017740313760478934)	(0.03785510752407443, 0.0017119973549877927)	1666	284388	12094	1353	(0.55168986083499, 0.017740313760478934)	(0.010810550018338324, 0.0006258638448163966)	(0.010810550018338324, 0.0006258638448163966)	39	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1949602122015914, 0.08851305975756968)	(0.5610079575596817, 0.017702611951513937)	(0.03871092359705907, 0.0017378253465864689)	1693	284388	12106	1326	(0.5610079575596817, 0.017702611951513937)	(0.011120013502043944, 0.0006508615533196356)	(0.011120013502043944, 0.0006508615533196356)	40	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1968190854870775, 0.08852118624239037)	(0.5606361829025845, 0.017704237248478073)	(0.03861229250892686, 0.0017219495075503097)	1692	284388	12118	1327	(0.5606361829025845, 0.017704237248478073)	(0.011042175337404321, 0.0006308921827864127)	(0.011042175337404321, 0.0006308921827864127)	41	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.195162359178264, 0.08851394593220871)	(0.5609675281643473, 0.01770278918644174)	(0.038535338418158656, 0.0017150574622206269)	1693	284388	12133	1326	(0.5609675281643473, 0.01770278918644174)	(0.010996934368368697, 0.0006255136033237711)	(0.010996934368368697, 0.0006255136033237711)	42	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1421471172962225, 0.08826105124947103)	(0.5715705765407555, 0.017652210249894208)	(0.039394090734636275, 0.0017295536192687903)	1725	284388	12155	1294	(0.5715705765407555, 0.017652210249894208)	(0.011269718872681668, 0.0006385906433378026)	(0.011269718872681668, 0.0006385906433378026)	43	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1809744779582365, 0.08845030003891396)	(0.5638051044083526, 0.017690060007782796)	(0.038797157442228315, 0.0017192332960463087)	1701	284388	12172	1318	(0.5638051044083526, 0.017690060007782796)	(0.011079405063222168, 0.0006289728500252336)	(0.011079405063222168, 0.0006289728500252336)	44	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1778734680357736, 0.08843599730588529)	(0.5644253063928453, 0.017687199461177056)	(0.039055795558228426, 0.0017325111531704793)	1704	284388	12186	1315	(0.5644253063928453, 0.017687199461177056)	(0.011197211645617058, 0.0006364944159359706)	(0.011197211645617058, 0.0006364944159359706)	45	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1520874751491053, 0.08831160902493022)	(0.5695825049701789, 0.01766232180498604)	(0.03929138434667012, 0.001728733626639948)	1720	284388	12191	1299	(0.5695825049701789, 0.01766232180498604)	(0.01124200037422721, 0.0006355977446281987)	(0.01124200037422721, 0.0006355977446281987)	46	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1563431599867506, 0.08833280992572441)	(0.5687313680026499, 0.017666561985144887)	(0.039170926917420384, 0.0017254034084675143)	1717	284388	12199	1302	(0.5687313680026499, 0.017666561985144887)	(0.011198355755956178, 0.0006334487491385726)	(0.011198355755956178, 0.0006334487491385726)	47	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.167936402782378, 0.08838921657893499)	(0.5664127194435243, 0.017677843315787)	(0.03967125069184096, 0.001760954383287365)	1710	284388	12204	1309	(0.5664127194435243, 0.017677843315787)	(0.011463835222983672, 0.0006578552472623232)	(0.011463835222983672, 0.0006578552472623232)	48	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1909181305933045, 0.08849521482333843)	(0.5618163738813391, 0.017699042964667688)	(0.0387605274891881, 0.0017283010955213075)	1696	284388	12212	1323	(0.5618163738813391, 0.017699042964667688)	(0.011103334837107754, 0.000635821164263165)	(0.011103334837107754, 0.000635821164263165)	49	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.167936402782378, 0.08838921657893499)	(0.5664127194435243, 0.017677843315787003)	(0.03915664524916484, 0.0017284491926377909)	1710	284388	12220	1309	(0.5664127194435243, 0.017677843315787003)	(0.011207925737438335, 0.0006339287461977503)	(0.011207925737438335, 0.0006339287461977503)	50	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.174345376201525, 0.08841955364449157)	(0.5651309247596951, 0.017683910728898314)	(0.03929265867586472, 0.0017466715791895522)	1705	284388	12228	1314	(0.5651309247596951, 0.017683910728898314)	(0.011311407932520777, 0.0006468131524869757)	(0.011311407932520777, 0.0006468131524869757)	51	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.144749917191123, 0.0882744298303143)	(0.5710500165617755, 0.017654885966062857)	(0.039958691204319545, 0.0017578640148556966)	1724	284388	12233	1295	(0.5710500165617755, 0.017654885966062857)	(0.011529487363583987, 0.0006517246860421932)	(0.011529487363583987, 0.0006517246860421932)	52	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1106693174287607, 0.08809134440955907)	(0.5778661365142479, 0.017618268881911814)	(0.040508907722835975, 0.0017690660034620314)	1744	284388	12244	1275	(0.5778661365142479, 0.017618268881911814)	(0.01171217028630313, 0.0006641171727131697)	(0.01171217028630313, 0.0006641171727131697)	53	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.151374627360053, 0.08830803175600334)	(0.5697250745279894, 0.017661606351200666)	(0.03953852387605541, 0.0017446386159944457)	1720	284388	12249	1299	(0.5697250745279894, 0.017661606351200666)	(0.011367426714090342, 0.0006446950819493077)	(0.011367426714090342, 0.0006446950819493077)	54	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.157999337528983, 0.08834098875243218)	(0.5684001324942034, 0.017668197750486433)	(0.03940116192161122, 0.0017359806457621933)	1716	284388	12255	1303	(0.5684001324942034, 0.017668197750486433)	(0.011300031678082155, 0.0006383440577475745)	(0.011300031678082155, 0.0006383440577475745)	55	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.144749917191123, 0.0882744298303143)	(0.5710500165617755, 0.017654885966062857)	(0.039908586680780324, 0.0017663056687197169)	1724	284388	12263	1295	(0.5710500165617755, 0.017654885966062857)	(0.011540803623478934, 0.000667292630976261)	(0.011540803623478934, 0.000667292630976261)	56	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.151374627360053, 0.08830803175600334)	(0.5697250745279894, 0.017661606351200666)	(0.039327166598440697, 0.0017296297829209064)	1720	284388	12268	1299	(0.5697250745279894, 0.017661606351200666)	(0.01125513631838111, 0.0006356389208144205)	(0.01125513631838111, 0.0006356389208144205)	57	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.151374627360053, 0.08830803175600334)	(0.5697250745279894, 0.017661606351200666)	(0.03943654405593116, 0.0017361303732017007)	1720	284388	12273	1299	(0.5697250745279894, 0.017661606351200666)	(0.011308233493809862, 0.0006398225398286367)	(0.011308233493809862, 0.0006398225398286367)	58	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1497184498178203, 0.08829969176521833)	(0.5700563100364359, 0.01765993835304367)	(0.03935114295052413, 0.0017356751929486537)	1721	284388	12278	1298	(0.5700563100364359, 0.01765993835304367)	(0.011282811337642154, 0.0006406785390254253)	(0.011282811337642154, 0.0006406785390254253)	59	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1232196091421, 0.08816076052033922)	(0.57535607817158, 0.017632152104067846)	(0.03993204695587065, 0.0017358675379136404)	1737	284388	12280	1282	(0.57535607817158, 0.017632152104067846)	(0.01143949953631776, 0.0006355074618473834)	(0.01143949953631776, 0.0006355074618473834)	60	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.123923127899271, 0.08816458280138742)	(0.5752153744201458, 0.017632916560277483)	(0.04006287048870871, 0.001746753774239052)	1736	284388	12282	1283	(0.5752153744201458, 0.017632916560277483)	(0.011513753425456384, 0.0006445662072256671)	(0.011513753425456384, 0.0006445662072256671)	61	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.126531964226565, 0.08817869304840874)	(0.574693607154687, 0.017635738609681748)	(0.03995976901917891, 0.0017441229142190747)	1735	284388	12283	1284	(0.574693607154687, 0.017635738609681748)	(0.0114764071371469, 0.0006430638668335871)	(0.0114764071371469, 0.0006430638668335871)	62	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1348128519377276, 0.08822281608355186)	(0.5730374296124544, 0.01764456321671037)	(0.03958758264281778, 0.0017341379883673996)	1730	284388	12286	1289	(0.5730374296124544, 0.01764456321671037)	(0.011339229459190865, 0.0006389531067188911)	(0.011339229459190865, 0.0006389531067188911)	63	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.154686982444518, 0.0883245908249231)	(0.5690626035110964, 0.017664918164984618)	(0.03966024455894254, 0.0017527831734940628)	1718	284388	12287	1301	(0.5690626035110964, 0.017664918164984618)	(0.011431075670523537, 0.0006492863129482273)	(0.011431075670523537, 0.0006492863129482273)	64	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1298443193110304, 0.08819646363388292)	(0.574031136137794, 0.017639292726776584)	(0.039985875062820725, 0.0017486409546226289)	1733	284388	12287	1286	(0.574031136137794, 0.017639292726776584)	(0.011500563007207299, 0.0006460219844390866)	(0.011500563007207299, 0.0006460219844390866)	65	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.123923127899271, 0.08816458280138742)	(0.5752153744201458, 0.017632916560277486)	(0.04006287597851324, 0.00174328938215551)	1737	284388	12289	1282	(0.5752153744201458, 0.017632916560277486)	(0.011501245967258954, 0.0006416434289196251)	(0.011501245967258954, 0.0006416434289196251)	66	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.0974155069582503, 0.0880155054786151)	(0.5805168986083499, 0.01760310109572302)	(0.04048253118707534, 0.0017515229134074225)	1752	284388	12293	1267	(0.5805168986083499, 0.01760310109572302)	(0.011643731914480105, 0.0006444694992243483)	(0.011643731914480105, 0.0006444694992243483)	67	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1182510765154023, 0.0881335578693873)	(0.5763497846969196, 0.017626711573877456)	(0.04023873586341653, 0.0017508527300219086)	1740	284388	12295	1279	(0.5763497846969196, 0.017626711573877456)	(0.011576779129312747, 0.0006454890787300546)	(0.011576779129312747, 0.0006454890787300546)	68	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1248757866843326, 0.08816974703335316)	(0.5750248426631335, 0.01763394940667063)	(0.03990565355231686, 0.001741401370311893)	1736	284388	12299	1283	(0.5750248426631335, 0.01763394940667063)	(0.011450891944242758, 0.0006423223724555415)	(0.011450891944242758, 0.0006423223724555415)	69	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.130550033134526, 0.08820022882855331)	(0.5738899933730948, 0.01764004576571067)	(0.040227162256472514, 0.001758847147512745)	1733	284388	12300	1286	(0.5738899933730948, 0.01764004576571067)	(0.011605172067286687, 0.0006502452076600509)	(0.011605172067286687, 0.0006502452076600509)	70	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1206096752816435, 0.08814651664554697)	(0.5758780649436713, 0.01762930332910939)	(0.04002717090816516, 0.001755929125790898)	1739	284388	12302	1280	(0.5758780649436713, 0.01762930332910939)	(0.011530290266738524, 0.0006616118341213795)	(0.011530290266738524, 0.0006616118341213795)	71	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.10997018880424, 0.08808740899064783)	(0.578005962239152, 0.017617481798129567)	(0.04012955371003289, 0.001746497320183828)	1745	284388	12304	1274	(0.578005962239152, 0.017617481798129567)	(0.011527942270857813, 0.0006461658709868668)	(0.011527942270857813, 0.0006461658709868668)	72	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.105001656177542, 0.08805923242600097)	(0.5789996687644916, 0.017611846485200196)	(0.04008412828522295, 0.0017359298980635116)	1748	284388	12306	1271	(0.5789996687644916, 0.017611846485200196)	(0.011475922455273915, 0.0006394573935338434)	(0.011475922455273915, 0.0006394573935338434)	73	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.122266401590457, 0.08815556999564468)	(0.5755467196819085, 0.017631113999128936)	(0.03989999382820884, 0.0017393570811620267)	1737	284388	12307	1282	(0.5755467196819085, 0.017631113999128936)	(0.011441368765013879, 0.0006411865619380444)	(0.011441368765013879, 0.0006411865619380444)	74	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.144749917191123, 0.0882744298303143)	(0.5710500165617755, 0.017654885966062857)	(0.03949831390265246, 0.0017356118995636742)	1724	284388	12307	1295	(0.5710500165617755, 0.017654885966062857)	(0.011321875881553256, 0.0006398329545057349)	(0.011321875881553256, 0.0006398329545057349)	75	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1388336646785953, 0.08824387558845424)	(0.572233267064281, 0.017648775117690845)	(0.03973122638174264, 0.0017434049931984352)	1728	284388	12307	1291	(0.572233267064281, 0.017648775117690845)	(0.011413177872028358, 0.0006435962727264342)	(0.011413177872028358, 0.0006435962727264342)	76	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1215634315998675, 0.08815173349698141)	(0.5756873136800265, 0.017630346699396282)	(0.04012604555331348, 0.0017530446399670592)	1738	284388	12309	1281	(0.5756873136800265, 0.017630346699396282)	(0.01155355679652125, 0.0006489766508285511)	(0.01155355679652125, 0.0006489766508285511)	77	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.10997018880424, 0.08808740899064783)	(0.578005962239152, 0.017617481798129567)	(0.04024061242616355, 0.0017494300336143673)	1745	284388	12310	1274	(0.578005962239152, 0.017617481798129567)	(0.011569213470086574, 0.0006472041594951177)	(0.011569213470086574, 0.0006472041594951177)	78	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.141437562106658, 0.08825738678935416)	(0.5717124875786684, 0.01765147735787083)	(0.03944087128317474, 0.001730956145766406)	1726	284388	12313	1293	(0.5717124875786684, 0.01765147735787083)	(0.011288718841063701, 0.0006373476178016055)	(0.011288718841063701, 0.0006373476178016055)	79	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1298443193110304, 0.08819646363388292)	(0.574031136137794, 0.017639292726776584)	(0.03989003963562366, 0.0017436995093892506)	1733	284388	12313	1286	(0.574031136137794, 0.017639292726776584)	(0.011456244468110222, 0.0006431527809652031)	(0.011456244468110222, 0.0006431527809652031)	80	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.133156674395495, 0.08821407237463101)	(0.573368665120901, 0.017642814474926202)	(0.039713804546967525, 0.001740675341407894)	1731	284388	12315	1288	(0.573368665120901, 0.017642814474926202)	(0.01139689870070664, 0.0006431045896112804)	(0.01139689870070664, 0.0006431045896112804)	81	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1298443193110304, 0.08819646363388292)	(0.574031136137794, 0.017639292726776584)	(0.039892633358430074, 0.001744947845943571)	1733	284388	12316	1286	(0.574031136137794, 0.017639292726776584)	(0.011461488477991399, 0.000644055013843417)	(0.011461488477991399, 0.000644055013843417)	82	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.115639496355202, 0.0881191132038785)	(0.5768721007289596, 0.017623822640775697)	(0.040143837450997664, 0.0017461945374812643)	1741	284388	12316	1278	(0.5768721007289596, 0.017623822640775697)	(0.011532306545070585, 0.0006444441813504692)	(0.011532306545070585, 0.0006444441813504692)	83	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.10997018880424, 0.08808740899064783)	(0.578005962239152, 0.017617481798129567)	(0.04029296292812292, 0.0017570497462989308)	1745	284388	12318	1274	(0.578005962239152, 0.017617481798129567)	(0.011611943622405332, 0.0006519366583914445)	(0.011611943622405332, 0.0006519366583914445)	84	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.128188141768798, 0.08818759857783066)	(0.5743623716462405, 0.017637519715566135)	(0.03990741687154795, 0.0017486129188319962)	1734	284388	12318	1285	(0.5743623716462405, 0.017637519715566135)	(0.011477032204763378, 0.0006490673416191934)	(0.011477032204763378, 0.0006490673416191934)	85	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1348128519377276, 0.08822281608355186)	(0.5730374296124544, 0.01764456321671037)	(0.03959157679082753, 0.0017351814677999443)	1730	284388	12318	1289	(0.5730374296124544, 0.01764456321671037)	(0.011344418335801824, 0.0006391323210072497)	(0.011344418335801824, 0.0006391323210072497)	86	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.113282543888705, 0.08810599028727112)	(0.577343491222259, 0.01762119805745422)	(0.040017628593598614, 0.0017428340964566556)	1743	284388	12319	1276	(0.577343491222259, 0.01762119805745422)	(0.011484394058343261, 0.0006440588085042972)	(0.011484394058343261, 0.0006440588085042972)	87	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1232196091421, 0.08816076052033922)	(0.57535607817158, 0.017632152104067846)	(0.0398484948462681, 0.0017377445040088323)	1737	284388	12320	1282	(0.57535607817158, 0.017632152104067846)	(0.01142203619109271, 0.0006396571997988726)	(0.01142203619109271, 0.0006396571997988726)	88	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1232196091421, 0.08816076052033922)	(0.57535607817158, 0.017632152104067846)	(0.03999220783421491, 0.001743379940380883)	1737	284388	12320	1282	(0.57535607817158, 0.017632152104067846)	(0.011481849116537532, 0.0006428073311030744)	(0.011481849116537532, 0.0006428073311030744)	89	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1232196091421, 0.08816076052033923)	(0.57535607817158, 0.017632152104067846)	(0.03970809709707753, 0.0017297695631097742)	1737	284388	12321	1282	(0.57535607817158, 0.017632152104067846)	(0.011355128801844522, 0.0006345061519815036)	(0.011355128801844522, 0.0006345061519815036)	90	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.088439880755217, 0.0879626662414322)	(0.5823120238489566, 0.01759253324828644)	(0.0407976490948192, 0.0017620720591782863)	1758	284388	12322	1261	(0.5823120238489566, 0.01759253324828644)	(0.011766300069303326, 0.0006525907493817332)	(0.011766300069303326, 0.0006525907493817332)	91	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1248757866843326, 0.08816974703335316)	(0.5750248426631335, 0.01763394940667063)	(0.039869887639529804, 0.0017410391367876407)	1736	284388	12324	1283	(0.5750248426631335, 0.01763394940667063)	(0.011440308408824758, 0.0006416412473248444)	(0.011440308408824758, 0.0006416412473248444)	92	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.141437562106658, 0.08825738678935416)	(0.5717124875786684, 0.017651477357870832)	(0.039637091991021105, 0.001738270445770267)	1726	284388	12324	1293	(0.5717124875786684, 0.017651477357870832)	(0.011369491520114013, 0.0006399510907344931)	(0.011369491520114013, 0.0006399510907344931)	93	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.122266401590457, 0.08815556999564468)	(0.5755467196819085, 0.017631113999128936)	(0.03969340399499515, 0.0017300438579579537)	1738	284388	12324	1281	(0.5755467196819085, 0.017631113999128936)	(0.011351808305079064, 0.0006351672417832698)	(0.011351808305079064, 0.0006351672417832698)	94	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1083140112620073, 0.08807805743133085)	(0.5783371977475985, 0.01761561148626617)	(0.04013534983277492, 0.0017426195804282937)	1746	284388	12325	1273	(0.5783371977475985, 0.01761561148626617)	(0.011515306059187849, 0.0006430810209659666)	(0.011515306059187849, 0.0006430810209659666)	95	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1182510765154023, 0.0881335578693873)	(0.5763497846969196, 0.017626711573877456)	(0.03992863392025407, 0.0017395275132712764)	1740	284388	12325	1279	(0.5763497846969196, 0.017626711573877456)	(0.011449896787641274, 0.0006405370638824453)	(0.011449896787641274, 0.0006405370638824453)	96	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1182510765154023, 0.0881335578693873)	(0.5763497846969196, 0.017626711573877456)	(0.03997544887900663, 0.00174678963303442)	1740	284388	12325	1279	(0.5763497846969196, 0.017626711573877456)	(0.011487708615006262, 0.0006474886121416933)	(0.011487708615006262, 0.0006474886121416933)	97	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.13220675944334, 0.08820903909779716)	(0.5735586481113321, 0.017641807819559437)	(0.03961666441146512, 0.0017346956008334172)	1732	284388	12325	1287	(0.5735586481113321, 0.017641807819559437)	(0.011349082186726624, 0.0006388258489933466)	(0.011349082186726624, 0.0006388258489933466)	98	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1182510765154023, 0.0881335578693873)	(0.5763497846969196, 0.017626711573877456)	(0.04012066648008935, 0.0017499408110702769)	1740	284388	12326	1279	(0.5763497846969196, 0.017626711573877456)	(0.0115402841002458, 0.0006468611709194702)	(0.0115402841002458, 0.0006468611709194702)	99	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.1248757866843326, 0.08816974703335316)	(0.5750248426631335, 0.01763394940667063)	(0.03990188967149783, 0.0017413927953539663)	1736	284388	12327	1283	(0.5750248426631335, 0.01763394940667063)	(0.011450204299632194, 0.000641815265440109)	(0.011450204299632194, 0.000641815265440109)	100	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.6628686327077746, 0.07894456296965419)	(0.26742627345844505, 0.015788912593930834)	(0.01485266015791722, 0.0011433831848224954)	805	284388	0	2214	(0.26742627345844505, 0.015788912593930834)	(0.0039045385599086745, 0.0003838472667766547)	(0.0039045385599086745, 0.0003838472667766547)	1	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.474036850921273, 0.08213225525926116)	(0.3051926298157454, 0.01642645105185223)	(0.017710784712266923, 0.0012372952964240628)	917	284388	805	2102	(0.3051926298157454, 0.01642645105185223)	(0.004707898868239475, 0.00041008943205917)	(0.004707898868239475, 0.00041008943205917)	2	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.339477211796247, 0.08400133283098621)	(0.3321045576407507, 0.016800266566197243)	(0.019292918537665796, 0.0012716783335569824)	999	284388	1701	2020	(0.3321045576407507, 0.016800266566197243)	(0.005113972450535728, 0.0004253742653967955)	(0.005113972450535728, 0.0004253742653967955)	3	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.234312416555407, 0.08524568999162836)	(0.3531375166889186, 0.01704913799832567)	(0.02060244499325142, 0.0012872999562066217)	1064	284388	2646	1955	(0.3531375166889186, 0.01704913799832567)	(0.005428263910546915, 0.00041744640886551753)	(0.005428263910546915, 0.00041744640886551753)	4	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.2156009373953798, 0.08544793690085482)	(0.356879812520924, 0.01708958738017096)	(0.021458146377990935, 0.0013473119642094012)	1069	284388	3572	1950	(0.356879812520924, 0.01708958738017096)	(0.005779595068451642, 0.0004554012314531678)	(0.005779595068451642, 0.0004554012314531678)	5	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.2205931356214594, 0.08539453482549325)	(0.3558813728757081, 0.01707890696509865)	(0.021731150365787412, 0.0013771549674691432)	1071	284388	4424	1948	(0.3558813728757081, 0.01707890696509865)	(0.005928090932306047, 0.00047290583079959234)	(0.005928090932306047, 0.00047290583079959234)	6	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.107476635514019, 0.0865065666625567)	(0.37850467289719625, 0.017301313332511344)	(0.02310926039168008, 0.0014026040918868336)	1142	284388	5193	1877	(0.37850467289719625, 0.017301313332511344)	(0.006292905306158454, 0.0004847238491771102)	(0.006292905306158454, 0.0004847238491771102)	7	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.065, 0.08687208377865914)	(0.387, 0.017374416755731828)	(0.02378536714829704, 0.0014202829961436894)	1162	284388	5925	1857	(0.387, 0.017374416755731828)	(0.006496674884860383, 0.000484749471422992)	(0.006496674884860383, 0.000484749471422992)	8	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.0701168614357264, 0.08682953477491628)	(0.38597662771285474, 0.017365906954983256)	(0.023427154333750852, 0.0013950219006255969)	1162	284388	6574	1857	(0.38597662771285474, 0.017365906954983256)	(0.006339705326932404, 0.00047116982447110116)	(0.006339705326932404, 0.00047116982447110116)	9	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.9913535084802128, 0.0874399981787191)	(0.4017292983039574, 0.017487999635743823)	(0.02519447582119621, 0.0014692174155075497)	1212	284388	7127	1807	(0.4017292983039574, 0.017487999635743823)	(0.006957275349617715, 0.0005111554362420093)	(0.006957275349617715, 0.0005111554362420093)	10	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(3.0, 0.08737760568640325)	(0.4, 0.017475521137280653)	(0.0251882473703409, 0.0014806655123063102)	1200	284388	7634	1819	(0.4, 0.017475521137280653)	(0.006988269104623519, 0.0005280147654806757)	(0.006988269104623519, 0.0005280147654806757)	11	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
(2.9335548172757475, 0.08782811530829293)	(0.4132890365448505, 0.017565623061658583)	(0.02612180029084716, 0.0014800973065364016)	1247	284388	8076	1772	(0.4132890365448505, 0.017565623061658583)	(0.00719784166307717, 0.0005131417775004467)	(0.00719784166307717, 0.0005131417775004467)	12	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	True	100
