Clicks	MAP@1	NDCG	Num_Ones_In_Prediction	Num_Ones_In_Test	Num_Ones_In_Train	Num_Zeros_In_Prediction	Precision@1	R-Precision	Recall@1	active_learning_iteration	active_learning_model	rec_model	rank	alpha	lambda	iter	corruption	root	sampling	total_num_active_learning_iteration
(2.69804441498177, 0.08889913436577769)	(0.460391117003646, 0.01777982687315554)	(0.030167707598015518, 0.001579793151712778)	1389	284388	9582	1630	(0.460391117003646, 0.01777982687315554)	(0.008453827573169604, 0.0005624285576314855)	(0.008453827573169604, 0.0005624285576314855)	14	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.5389201722424644, 0.08916858773907566)	(0.4922159655515071, 0.017833717547815136)	(0.03298640571150059, 0.001647260709098829)	1486	284388	9879	1533	(0.4922159655515071, 0.017833717547815136)	(0.00936114032583107, 0.0005973894377954492)	(0.00936114032583107, 0.0005973894377954492)	15	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.493368700265252, 0.08917908163824724)	(0.5013262599469496, 0.017835816327649447)	(0.03380465308623509, 0.001649858223228549)	1513	284388	10151	1506	(0.5013262599469496, 0.017835816327649447)	(0.0095747405132862, 0.0005905966547596224)	(0.0095747405132862, 0.0005905966547596224)	16	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.529821073558648, 0.08917305058662416)	(0.49403578528827036, 0.017834610117324835)	(0.03308867767014175, 0.0016450271286287765)	1491	284388	10362	1528	(0.49403578528827036, 0.017834610117324835)	(0.009378537474749066, 0.0005949973404289395)	(0.009378537474749066, 0.0005949973404289395)	17	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.5033134526176277, 0.08917931703789471)	(0.4993373094764745, 0.017835863407578943)	(0.03412301491969166, 0.0016771991261943001)	1507	284388	10545	1512	(0.4993373094764745, 0.017835863407578943)	(0.009753327018774615, 0.0006073320820745936)	(0.009753327018774615, 0.0006073320820745936)	18	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4826101358065586, 0.08917723785909053)	(0.5034779728386883, 0.01783544757181811)	(0.03460065564609627, 0.0016998795465981284)	1520	284388	10676	1499	(0.5034779728386883, 0.01783544757181811)	(0.009951884289304437, 0.0006239737757215974)	(0.009951884289304437, 0.0006239737757215974)	19	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.417163684559311, 0.08913042703400356)	(0.5165672630881378, 0.017826085406800713)	(0.03544322490841929, 0.0017025230660719201)	1559	284388	10803	1460	(0.5165672630881378, 0.017826085406800713)	(0.010166667762309069, 0.0006278398878410194)	(0.010166667762309069, 0.0006278398878410194)	20	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.459423650215303, 0.08916764830901396)	(0.5081152699569393, 0.017833529661802787)	(0.03482732819307065, 0.0016903462128531575)	1534	284388	10921	1485	(0.5081152699569393, 0.017833529661802787)	(0.009972450037059145, 0.0006172475584880619)	(0.009972450037059145, 0.0006172475584880619)	21	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.43789334216628, 0.08915187223386482)	(0.512421331566744, 0.01783037444677297)	(0.035456814657581964, 0.001700087070463002)	1547	284388	11024	1472	(0.512421331566744, 0.01783037444677297)	(0.010168104559897534, 0.0006190750128165238)	(0.010168104559897534, 0.0006190750128165238)	22	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.379927128188142, 0.08907647650249657)	(0.5240145743623716, 0.017815295300499315)	(0.03611971623250792, 0.0017049812838448963)	1582	284388	11097	1437	(0.5240145743623716, 0.017815295300499315)	(0.010349742971922465, 0.000621524349359004)	(0.010349742971922465, 0.000621524349359004)	23	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.3733024180192115, 0.08906479914666682)	(0.5253395163961576, 0.017812959829333366)	(0.03623940465546943, 0.0017057328340828678)	1586	284388	11171	1433	(0.5253395163961576, 0.017812959829333366)	(0.01038350474762345, 0.0006204333215334879)	(0.01038350474762345, 0.0006204333215334879)	24	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4080821464060946, 0.0891190976158458)	(0.518383570718781, 0.017823819523169162)	(0.036145525040081374, 0.0017210878326215824)	1565	284388	11234	1454	(0.518383570718781, 0.017823819523169162)	(0.010419756858338925, 0.0006299637715557541)	(0.010419756858338925, 0.0006299637715557541)	25	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.406425968863862, 0.08911690437965794)	(0.5187148062272275, 0.01782338087593159)	(0.03626330137629711, 0.0017298860987810139)	1566	284388	11273	1453	(0.5187148062272275, 0.01782338087593159)	(0.01047895158307085, 0.0006403405933905301)	(0.01047895158307085, 0.0006403405933905301)	26	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4031136137793974, 0.08911240024323958)	(0.5193772772441205, 0.017822480048647917)	(0.036274283653906864, 0.0017210689111798278)	1568	284388	11312	1451	(0.5193772772441205, 0.017822480048647917)	(0.010452689866752482, 0.0006288567933498777)	(0.010452689866752482, 0.0006288567933498777)	27	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.419675389201722, 0.0891333523356144)	(0.5160649221596555, 0.017826670467122878)	(0.035767753184807315, 0.0017088431363405075)	1558	284388	11340	1461	(0.5160649221596555, 0.017826670467122878)	(0.01027769076732245, 0.0006242207153157106)	(0.01027769076732245, 0.0006242207153157106)	28	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.414706856575025, 0.08912747841407855)	(0.5170586286849951, 0.017825495682815704)	(0.03613592607595804, 0.0017198015195485413)	1561	284388	11363	1458	(0.5170586286849951, 0.017825495682815704)	(0.01041510471140798, 0.0006258788604397946)	(0.01041510471140798, 0.0006258788604397946)	29	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4130506790327924, 0.08912544203091514)	(0.5173898641934416, 0.01782508840618303)	(0.03628983668585842, 0.0017283867483063433)	1562	284388	11387	1457	(0.5173898641934416, 0.01782508840618303)	(0.010484100673764256, 0.0006344261326049707)	(0.010484100673764256, 0.0006344261326049707)	30	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.41139450149056, 0.08912336643865688)	(0.5177210997018881, 0.017824673287731376)	(0.03613641740168961, 0.0017261914226973506)	1563	284388	11407	1456	(0.5177210997018881, 0.017824673287731376)	(0.01043488073874479, 0.0006354833285615996)	(0.01043488073874479, 0.0006354833285615996)	31	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4478304074196755, 0.08915997592634571)	(0.5104339185160649, 0.01783199518526914)	(0.035813568525971264, 0.0017301242009334762)	1541	284388	11424	1478	(0.5104339185160649, 0.01783199518526914)	(0.010371684638790592, 0.000636151118377271)	(0.010371684638790592, 0.000636151118377271)	32	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.462736005299768, 0.08916948801693093)	(0.5074527989400464, 0.01783389760338619)	(0.03536015588137352, 0.0017142641629532289)	1532	284388	11440	1487	(0.5074527989400464, 0.01783389760338619)	(0.010198273337551985, 0.0006275439840690828)	(0.010198273337551985, 0.0006275439840690828)	33	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.456111295130838, 0.08916565198726954)	(0.5087777409738324, 0.01783313039745391)	(0.03561087389376779, 0.0017195256998886748)	1536	284388	11452	1483	(0.5087777409738324, 0.01783313039745391)	(0.01028254082108869, 0.0006282715359034419)	(0.01028254082108869, 0.0006282715359034419)	34	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.43126863199735, 0.08914568631102426)	(0.5137462736005299, 0.01782913726220485)	(0.03587167280730062, 0.0017227272027209126)	1551	284388	11461	1468	(0.5137462736005299, 0.01782913726220485)	(0.01035624668080257, 0.0006332212604022737)	(0.01035624668080257, 0.0006332212604022737)	35	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4759854256376284, 0.08917528089180636)	(0.5048029148724743, 0.017835056178361272)	(0.0351633987312706, 0.0017152407677027259)	1524	284388	11468	1495	(0.5048029148724743, 0.017835056178361272)	(0.010152779499273882, 0.0006289276915910824)	(0.010152779499273882, 0.0006289276915910824)	36	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.449486584961908, 0.08916118945939416)	(0.5101026830076184, 0.017832237891878832)	(0.035955655341634946, 0.001741563244150483)	1540	284388	11476	1479	(0.5101026830076184, 0.017832237891878832)	(0.010447866123290007, 0.0006476769531725994)	(0.010447866123290007, 0.0006476769531725994)	37	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4478304074196755, 0.08915997592634571)	(0.5104339185160649, 0.01783199518526914)	(0.03569887809518644, 0.0017213319296703773)	1541	284388	11485	1478	(0.5104339185160649, 0.01783199518526914)	(0.010310114568672795, 0.0006304335322092434)	(0.010310114568672795, 0.0006304335322092434)	38	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4660483603842334, 0.08917117112071393)	(0.5067903279231534, 0.017834234224142785)	(0.0354114158398134, 0.001714280247625853)	1530	284388	11492	1489	(0.5067903279231534, 0.017834234224142785)	(0.010212349071587652, 0.0006265100203449022)	(0.010212349071587652, 0.0006265100203449022)	39	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4826101358065586, 0.08917723785909054)	(0.5034779728386883, 0.01783544757181811)	(0.03514688180055959, 0.0017143628005295655)	1520	284388	11500	1499	(0.5034779728386883, 0.01783544757181811)	(0.010147133324255243, 0.0006267877384661224)	(0.010147133324255243, 0.0006267877384661224)	40	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.490891023517721, 0.089178803401998)	(0.5018217952964558, 0.0178357606803996)	(0.03500190092695388, 0.0017116442962548087)	1515	284388	11505	1504	(0.5018217952964558, 0.0178357606803996)	(0.010100114704985228, 0.0006266660374217241)	(0.010100114704985228, 0.0006266660374217241)	41	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4792977807220935, 0.08917633765947364)	(0.5041404438555813, 0.017835267531894728)	(0.035295046073193705, 0.0017191035434209942)	1522	284388	11509	1497	(0.5041404438555813, 0.017835267531894728)	(0.010201189088861303, 0.000630663737002636)	(0.010201189088861303, 0.000630663737002636)	42	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.477641603179861, 0.08917582884697486)	(0.5044716793640278, 0.01783516576939497)	(0.035203808860542606, 0.001715048825099134)	1523	284388	11515	1496	(0.5044716793640278, 0.01783516576939497)	(0.010163080887540468, 0.0006278985959920765)	(0.010163080887540468, 0.0006278985959920765)	43	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4925472010599536, 0.089178999092929)	(0.5014905597880093, 0.017835799818585803)	(0.035050655128701216, 0.0017176659421454482)	1514	284388	11521	1505	(0.5014905597880093, 0.017835799818585803)	(0.01013489961488673, 0.0006303100107230134)	(0.01013489961488673, 0.0006303100107230134)	44	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4660483603842334, 0.08917117112071393)	(0.5067903279231534, 0.017834234224142785)	(0.0354229507954907, 0.0017186302229259636)	1530	284388	11526	1489	(0.5067903279231534, 0.017834234224142785)	(0.010231050406520246, 0.000629749298602858)	(0.010231050406520246, 0.000629749298602858)	45	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.504140443855581, 0.08917927305951102)	(0.4991719112288837, 0.017835854611902208)	(0.03495112014627216, 0.0017161472050951968)	1507	284388	11533	1512	(0.4991719112288837, 0.017835854611902208)	(0.010106104172474617, 0.0006282133447165274)	(0.010106104172474617, 0.0006282133447165274)	46	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.467704537926466, 0.0891719539488585)	(0.5064590924147069, 0.0178343907897717)	(0.03524562242654684, 0.0017130740689795096)	1529	284388	11537	1490	(0.5064590924147069, 0.0178343907897717)	(0.010165021994419716, 0.000627128673222207)	(0.010165021994419716, 0.000627128673222207)	47	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4975157336866514, 0.08917935133552274)	(0.5004968532626698, 0.017835870267104544)	(0.03491771065811151, 0.0017106355428561165)	1511	284388	11539	1508	(0.5004968532626698, 0.017835870267104544)	(0.010076237407857085, 0.0006254456656857154)	(0.010076237407857085, 0.0006254456656857154)	48	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.464392182842001, 0.0891703491437656)	(0.5071215634315999, 0.017834069828753123)	(0.03525138963555045, 0.0017103096442491461)	1531	284388	11541	1488	(0.5071215634315999, 0.017834069828753123)	(0.010156174766145644, 0.0006253171234769289)	(0.010156174766145644, 0.0006253171234769289)	49	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.500828088771116, 0.08917939047350282)	(0.49983438224577675, 0.017835878094700566)	(0.03493570294370747, 0.0017123693805804147)	1509	284388	11541	1510	(0.49983438224577675, 0.017835878094700566)	(0.010088214399571128, 0.000625631361658332)	(0.010088214399571128, 0.000625631361658332)	50	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.499171911228884, 0.08917939047350282)	(0.5001656177542233, 0.017835878094700566)	(0.03488154971096666, 0.001709877143578983)	1510	284388	11542	1509	(0.5001656177542233, 0.017835878094700566)	(0.01006450210503268, 0.0006249996198218784)	(0.01006450210503268, 0.0006249996198218784)	51	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.472673070553163, 0.08917406755052239)	(0.5054653858893673, 0.017834813510104477)	(0.035351803638317705, 0.001718406232543218)	1526	284388	11543	1493	(0.5054653858893673, 0.017834813510104477)	(0.010212740265726997, 0.0006296375050868298)	(0.010212740265726997, 0.0006296375050868298)	52	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.472673070553163, 0.08917406755052239)	(0.5054653858893673, 0.017834813510104477)	(0.035255668320586755, 0.0017141889175363518)	1526	284388	11546	1493	(0.5054653858893673, 0.017834813510104477)	(0.010172369540136547, 0.0006275565065401254)	(0.010172369540136547, 0.0006275565065401254)	53	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.474329248095396, 0.08917469379324659)	(0.5051341503809208, 0.01783493875864932)	(0.035264934377152224, 0.0017137522163778519)	1525	284388	11548	1494	(0.5051341503809208, 0.01783493875864932)	(0.010173617168078249, 0.0006268324147437858)	(0.010173617168078249, 0.0006268324147437858)	54	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4710168930109306, 0.0891734021628091)	(0.5057966213978139, 0.017834680432561822)	(0.035264699215977593, 0.0017118204506729171)	1527	284388	11552	1492	(0.5057966213978139, 0.017834680432561822)	(0.010165823753586496, 0.0006260663893760991)	(0.010165823753586496, 0.0006260663893760991)	55	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.504140443855581, 0.08917927305951102)	(0.4991719112288837, 0.017835854611902208)	(0.03476367575630493, 0.0017063306475253153)	1507	284388	11552	1512	(0.4991719112288837, 0.017835854611902208)	(0.010021363077398577, 0.0006239264957200754)	(0.010021363077398577, 0.0006239264957200754)	56	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.5024842663133486, 0.08917935133552272)	(0.49950314673733026, 0.017835870267104547)	(0.034964251925003284, 0.001714866435769075)	1508	284388	11552	1511	(0.49950314673733026, 0.017835870267104547)	(0.010104620197114163, 0.0006272635362858677)	(0.010104620197114163, 0.0006272635362858677)	57	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.480953958264326, 0.08917680732997274)	(0.5038092083471348, 0.01783536146599455)	(0.03513332070100891, 0.001711079625800827)	1521	284388	11553	1498	(0.5038092083471348, 0.01783536146599455)	(0.010130985991964239, 0.0006253693811021453)	(0.010130985991964239, 0.0006253693811021453)	58	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.490891023517721, 0.089178803401998)	(0.5018217952964558, 0.0178357606803996)	(0.034916004282934884, 0.0017082426282119872)	1515	284388	11554	1504	(0.5018217952964558, 0.0178357606803996)	(0.01006592551955098, 0.0006245817616809126)	(0.01006592551955098, 0.0006245817616809126)	59	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.472673070553163, 0.08917406755052239)	(0.5054653858893673, 0.017834813510104477)	(0.035223752269617686, 0.0017107777569050698)	1526	284388	11557	1493	(0.5054653858893673, 0.017834813510104477)	(0.010152009952676525, 0.0006250951952451527)	(0.010152009952676525, 0.0006250951952451527)	60	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.474329248095396, 0.08917469379324659)	(0.5051341503809208, 0.01783493875864932)	(0.03527567116449879, 0.0017125742545337096)	1525	284388	11558	1494	(0.5051341503809208, 0.01783493875864932)	(0.01017234516441056, 0.0006256632359863925)	(0.01017234516441056, 0.0006256632359863925)	61	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4792977807220935, 0.08917633765947364)	(0.5041404438555813, 0.017835267531894728)	(0.03513482333246972, 0.0017115864115423032)	1522	284388	11558	1497	(0.5041404438555813, 0.017835267531894728)	(0.010133281570021822, 0.000625482394227385)	(0.010133281570021822, 0.000625482394227385)	62	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.494203378602186, 0.08917915564536466)	(0.5011593242795628, 0.017835831129072933)	(0.034911591161692304, 0.0017092506544773545)	1513	284388	11558	1506	(0.5011593242795628, 0.017835831129072933)	(0.010068840280462957, 0.000625116828783622)	(0.010068840280462957, 0.000625116828783622)	63	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4759854256376284, 0.08917528089180636)	(0.5048029148724743, 0.017835056178361272)	(0.03514991415988425, 0.0017082280498563341)	1524	284388	11558	1495	(0.5048029148724743, 0.017835056178361272)	(0.01012385250012971, 0.0006240773633895612)	(0.01012385250012971, 0.0006240773633895612)	64	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.474329248095396, 0.08917469379324659)	(0.5051341503809208, 0.01783493875864932)	(0.035167839549513476, 0.001708692107656376)	1525	284388	11558	1494	(0.5051341503809208, 0.01783493875864932)	(0.010130087084942585, 0.0006241669201947762)	(0.010130087084942585, 0.0006241669201947762)	65	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4710168930109306, 0.0891734021628091)	(0.5057966213978139, 0.017834680432561822)	(0.03533655759549342, 0.001716057948267255)	1527	284388	11558	1492	(0.5057966213978139, 0.017834680432561822)	(0.010200015857829706, 0.0006281367783081876)	(0.010200015857829706, 0.0006281367783081876)	66	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.472673070553163, 0.08917406755052239)	(0.5054653858893673, 0.017834813510104477)	(0.03529171411370746, 0.0017120217880218999)	1526	284388	11558	1493	(0.5054653858893673, 0.017834813510104477)	(0.010173945748460157, 0.0006256644862480445)	(0.010173945748460157, 0.0006256644862480445)	67	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.4660483603842334, 0.08917117112071393)	(0.5067903279231534, 0.017834234224142785)	(0.035384936386000994, 0.0017132681324329867)	1530	284388	11559	1489	(0.5067903279231534, 0.017834234224142785)	(0.01020172421408282, 0.0006261755696199035)	(0.01020172421408282, 0.0006261755696199035)	68	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.464392182842001, 0.08917034914376559)	(0.5071215634315999, 0.017834069828753123)	(0.03535740246276403, 0.0017159731513200856)	1531	284388	11559	1488	(0.5071215634315999, 0.017834069828753123)	(0.01020414776783512, 0.0006284334561726506)	(0.01020414776783512, 0.0006284334561726506)	69	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
(2.472673070553163, 0.08917406755052239)	(0.5054653858893673, 0.017834813510104477)	(0.035191378781244655, 0.0017095267502807957)	1526	284388	11559	1493	(0.5054653858893673, 0.017834813510104477)	(0.010138557877981017, 0.0006251660386495357)	(0.010138557877981017, 0.0006251660386495357)	70	ThompsonSampling	VAE-CF	50	1.0	0.0001	300	0.5	1	False	100
